"Id","Season","Week","SeasonType","NeutralSite","HomeId","HomeTeam","HomePoints","AwayId","AwayTeam","AwayPoints"
"401329376","2021","3","regular","false","2122","Central Oklahoma","10","2403","Missouri Southern State","14"
"401329452","2021","3","regular","false","2704","West Texas A&M","42","2703","Western New Mexico","14"
"401328101","2021","3","regular","false","2692","Weber State","24","256","James Madison","37"
"401282080","2021","3","regular","false","238","Vanderbilt","23","24","Stanford","41"
"401309608","2021","3","regular","false","6","South Alabama","28","2016","Alcorn State","21"
"401282075","2021","3","regular","false","145","Ole Miss","61","2655","Tulane","21"
"401282202","2021","3","regular","false","251","Texas","58","242","Rice","0"
"401328029","2021","3","regular","false","13","Cal Poly","14","233","South Dakota","48"
"401319455","2021","3","regular","false","166","New Mexico State","43","2569","South Carolina State","35"
"401329306","2021","3","regular","false","2123","Chadron St","31","613","South Dakota Mines","20"
"401329025","2021","3","regular","false","2001","Adams State","10","2714","Western Colorado","24"
"401287903","2021","3","regular","false","68","Boise State","20","197","Oklahoma State","21"
"401332019","2021","3","regular","false","2829","Simon Fraser","14","2120","Central Washington","36"
"401309853","2021","3","regular","false","12","Arizona","19","2464","Northern Arizona","21"
"401327979","2021","3","regular","false","302","UC Davis","60","3101","Utah Tech","27"
"401309854","2021","3","regular","false","252","BYU","27","9","Arizona State","17"
"401287906","2021","3","regular","false","2439","UNLV","3","66","Iowa State","48"
"401309855","2021","3","regular","false","26","UCLA","37","278","Fresno State","40"
"401310705","2021","3","regular","false","62","Hawai'i","13","23","San José State","17"
"401328626","2021","4","regular","false","2029","Arkansas-Pine Bluff","38","2016","Alcorn State","39"
"401282208","2021","4","regular","false","2026","App State","31","276","Marshall","30"
"401282204","2021","4","regular","false","2429","Charlotte","42","2393","Middle Tennessee","39"
"401344143","2021","4","regular","false","108","Harvard","49","225","Brown","17"
"401282638","2021","4","regular","false","258","Virginia","17","154","Wake Forest","37"
"401282637","2021","4","regular","false","183","Syracuse","24","2335","Liberty","21"
"401310707","2021","4","regular","false","278","Fresno State","38","2439","UNLV","30"
"401308834","2021","4","regular","false","349","Army","23","193","Miami (OH)","10"
"401329635","2021","4","regular","false","2842","UVA Wise","33","2105","Carson-Newman College","7"
"401329434","2021","4","regular","false","587","Notre Dame College","38","2707","West Virginia State","14"
"401329386","2021","4","regular","false","2249","Glenville State","10","112335","Wheeling","27"
"401329212","2021","4","regular","false","2974","Shepherd","29","2315","Kutztown University","37"
"401328608","2021","4","regular","false","2224","Findlay","16","2815","Lindenwood","28"
"401310706","2021","4","regular","false","328","Utah State","3","68","Boise State","27"
"401287910","2021","4","regular","false","2628","TCU","34","2567","SMU","42"
"401282805","2021","4","regular","false","77","Northwestern","35","195","Ohio","6"
"401282085","2021","4","regular","false","344","Mississippi State","25","99","LSU","28"
"401282707","2021","4","regular","true","275","Wisconsin","13","87","Notre Dame","41"
"401282206","2021","4","regular","false","2117","Central Michigan","31","2229","Florida International","27"
"401282088","2021","4","regular","false","238","Vanderbilt","0","61","Georgia","62"
"401287911","2021","4","regular","false","251","Texas","70","2641","Texas Tech","35"
"401331762","2021","4","regular","false","2205","Edinboro University","12","2858","PennWest California","20"
"401332011","2021","4","regular","false","2316","Kentucky Wesleyan","41","2911","William Jewell","21"
"401344440","2021","4","regular","false","2022","American International","27","2060","Bentley","35"
"401282645","2021","4","regular","false","259","Virginia Tech","21","257","Richmond","10"
"401328587","2021","4","regular","false","2916","Incarnate Word","31","2377","McNeese","0"
"401328249","2021","4","regular","false","43","Yale","23","172","Cornell","17"
"401328304","2021","4","regular","false","2598","St. Francis (PA)","16","2450","Norfolk State","28"
"401334821","2021","4","regular","false","2166","Davidson","28","301","San Diego","16"
"401301010","2021","4","regular","false","218","Temple","41","2681","Wagner","7"
"401328157","2021","4","regular","false","2523","Robert Morris","22","47","Howard","16"
"401282817","2021","4","regular","false","213","Penn State","38","222","Villanova","17"
"401282792","2021","4","regular","false","135","Minnesota","10","189","Bowling Green","14"
"401282086","2021","4","regular","false","103","Boston College","41","142","Missouri","34"
"401282644","2021","4","regular","false","221","Pittsburgh","77","160","New Hampshire","7"
"401282642","2021","4","regular","false","2390","Miami","69","2115","Central Connecticut","0"
"401328528","2021","4","regular","false","2181","Drake","21","2674","Valparaiso","24"
"401328338","2021","4","regular","false","282","Indiana State","0","2571","South Dakota State","44"
"401328471","2021","4","regular","false","2142","Colgate","30","2329","Lehigh","3"
"401328487","2021","4","regular","false","2405","Monmouth","15","107","Holy Cross","45"
"401332052","2021","4","regular","false","2184","Duquesne","56","2355","Virginia University Of Lynchburg","7"
"401344330","2021","4","regular","false","163","Princeton","63","56","Stetson","0"
"401328239","2021","4","regular","false","171","Columbia","35","46","Georgetown","24"
"401328507","2021","4","regular","false","2168","Dayton","63","2506","Presbyterian","43"
"401328499","2021","4","regular","false","2900","St. Thomas (MN)","36","2086","Butler","0"
"401329174","2021","4","regular","false","3066","Concordia University St Paul","24","2587","Southwest Minnesota State","34"
"401329193","2021","4","regular","false","367","Gannon","56","2134","Clarion","21"
"401328018","2021","4","regular","false","2304","Johnson C Smith","7","2676","Virginia Union","43"
"401327956","2021","4","regular","false","2339","Lincoln (PA)","6","2551","Shaw","41"
"401330257","2021","4","regular","false","2830","St. Anselm","42","112334","Franklin Pierce","7"
"401286301","2021","4","regular","false","324","Coastal Carolina","53","113","Massachusetts","3"
"401329709","2021","4","regular","false","2292","Indianapolis","16","2477","Ohio Dominican","19"
"401334769","2021","4","regular","false","2882","UNC Pembroke","27","2986","Fairmont State","30"
"401329040","2021","4","regular","false","2817","Minnesota State Moorhead","33","389","Upper Iowa University","28"
"401329182","2021","4","regular","false","2559","Shippensburg","51","2071","Bloomsburg","7"
"401328171","2021","4","regular","false","395","St. Augustine's","12","2804","Chowan","59"
"401328715","2021","4","regular","false","308","Ashland","63","2825","Quincy","23"
"401328925","2021","4","regular","false","2441","New Haven","38","2583","Southern Connecticut State","9"
"401328938","2021","4","regular","false","2392","Michigan Tech","21","125","Grand Valley State University","44"
"401328969","2021","4","regular","false","2886","Northwood (MI)","37","128","Northern Michigan","20"
"401328993","2021","4","regular","false","2560","Shorter","0","2698","West Georgia","56"
"401334761","2021","4","regular","false","2148","Concord University","23","341","Frostburg State","42"
"401332025","2021","4","regular","false","2017","Alderson-Broaddus","7","2128","University Of Charleston (WV)","69"
"401329010","2021","4","regular","false","101784","ERSKINE","7","2822","North Greenville","38"
"401334775","2021","4","regular","false","455","West Virginia Wesleyan","0","2699","West Liberty","31"
"401329203","2021","4","regular","false","2385","Mercyhurst","13","2291","Indiana-Pennsylvania","48"
"401332329","2021","4","regular","false","2839","Greeneville","19","2444","Newberry","24"
"401327927","2021","4","regular","false","2736","Winston-Salem","14","2207","Elizabeth City State","19"
"401328567","2021","4","regular","false","2678","VMI","31","2747","Wofford","23"
"401328263","2021","4","regular","false","159","Dartmouth","41","2529","Sacred Heart","3"
"401328289","2021","4","regular","false","2169","Delaware State","10","2771","Merrimack","47"
"401328184","2021","4","regular","false","2210","Elon","31","2729","William & Mary","34"
"401329343","2021","4","regular","false","2118","Central Missouri","28","2438","Nebraska-Kearney","31"
"401329445","2021","4","regular","false","2876","Lincoln (MO)","48","196","Northeastern State","49"
"401329468","2021","4","regular","false","2687","Washburn","47","137","Missouri Western","41"
"401309557","2021","4","regular","false","2199","Eastern Michigan","59","326","Texas State","21"
"401309554","2021","4","regular","false","2711","Western Michigan","23","23","San José State","3"
"401309555","2021","4","regular","false","2050","Ball State","12","2649","Toledo","22"
"401328555","2021","4","regular","false","231","Furman","3","2382","Mercer","24"
"401329377","2021","4","regular","false","138","Northwest Missouri St","38","2122","Central Oklahoma","0"
"401309861","2021","4","regular","false","254","Utah","24","265","Washington State","13"
"401328414","2021","4","regular","false","2635","Tennessee Tech","14","2197","Eastern Illinois","28"
"401309556","2021","4","regular","false","2459","Northern Illinois","41","311","Maine","14"
"401328076","2021","4","regular","false","2458","Northern Colorado","17","2464","Northern Arizona","10"
"401328562","2021","4","regular","false","2535","Samford","48","2193","East Tennessee State","55"
"401328667","2021","4","regular","false","2296","Jackson State","24","2170","Delta State","17"
"401328329","2021","4","regular","false","79","Southern Illinois","35","2287","Illinois State","17"
"401328709","2021","4","regular","false","2838","Tiffin","35","2654","Truman State","38"
"401328030","2021","4","regular","false","149","Montana","39","13","Cal Poly","7"
"401328058","2021","4","regular","false","304","Idaho State","21","16","Sacramento State","23"
"401329407","2021","4","regular","false","2403","Missouri Southern State","21","2231","Fort Hays State","42"
"401329338","2021","4","regular","false","2714","Western Colorado","42","2237","Fort Lewis","0"
"401329307","2021","4","regular","false","11","Colorado Mesa","24","2123","Chadron St","17"
"401329144","2021","4","regular","false","132","Bemidji State","24","2043","Augustana University (SD)","52"
"401329087","2021","4","regular","false","2310","Kentucky State","34","490","Benedict College","28"
"401329060","2021","4","regular","false","559","University of Mary","38","2851","Winona State","48"
"401328429","2021","4","regular","false","2546","Southeast Missouri State","47","2634","Tennessee State","14"
"401329026","2021","4","regular","false","2069","Black Hills State","51","2001","Adams State","48"
"401328725","2021","4","regular","false","2222","Ferris State","38","110254","Davenport","0"
"401327990","2021","4","regular","false","2198","Eastern Kentucky","35","2046","Austin Peay","27"
"401328494","2021","4","regular","false","200","Southern Nazarene","10","199","Southeastern Oklahoma State","31"
"401282640","2021","4","regular","false","52","Florida State","23","97","Louisville","31"
"401287907","2021","4","regular","false","239","Baylor","31","66","Iowa State","29"
"401282756","2021","4","regular","false","2294","Iowa","24","36","Colorado State","14"
"401282082","2021","4","regular","true","8","Arkansas","20","245","Texas A&M","10"
"401328270","2021","4","regular","false","322","Lafayette","24","219","Pennsylvania","14"
"401282716","2021","4","regular","false","2509","Purdue","13","356","Illinois","9"
"401282775","2021","4","regular","false","130","Michigan","20","164","Rutgers","13"
"401282765","2021","4","regular","false","120","Maryland","37","2309","Kent State","16"
"401286190","2021","4","regular","false","41","UConn","22","2751","Wyoming","24"
"401282213","2021","4","regular","false","235","Memphis","28","2636","UTSA","31"
"401282643","2021","4","regular","false","152","NC State","27","228","Clemson","21"
"401310709","2021","4","regular","false","21","San Diego State","48","119","Towson","21"
"401328683","2021","4","regular","false","2273","Hillsdale","38","2402","Missouri S&T","31"
"401327917","2021","4","regular","false","2940","Livingstone","0","2075","Bowie State","49"
"401282639","2021","4","regular","false","150","Duke","52","2305","Kansas","33"
"401327998","2021","4","regular","false","55","Jacksonville State","31","2630","UT Martin","34"
"401282083","2021","4","regular","false","2","Auburn","34","2247","Georgia State","24"
"401328146","2021","4","regular","false","2447","Nicholls","31","2453","North Alabama","14"
"401329421","2021","4","regular","false","210","Millersville","14","223","West Chester","42"
"401328227","2021","4","regular","false","2619","Stony Brook","14","2230","Fordham","31"
"401327969","2021","4","regular","false","2110","Central Arkansas","35","2534","Sam Houston","45"
"401301011","2021","4","regular","false","202","Tulsa","41","2032","Arkansas State","34"
"401328066","2021","4","regular","false","2502","Portland State","17","147","Montana State","30"
"401328663","2021","4","regular","false","2504","Prairie View A&M","24","2755","Grambling","10"
"401346619","2021","4","regular","false","2010","Alabama A&M","45","2657","Tuskegee","35"
"401328126","2021","4","regular","false","2241","Gardner-Webb","52","2717","Western Carolina","34"
"401282209","2021","4","regular","false","295","Old Dominion","34","2084","Buffalo","35"
"401309610","2021","4","regular","false","290","Georgia Southern","20","309","Louisiana","28"
"401309858","2021","4","regular","false","24","Stanford","24","26","UCLA","35"
"401328698","2021","4","regular","false","437","Lake Erie","20","2586","Southwest Baptist","28"
"401328947","2021","4","regular","false","2542","Savannah St","29","60","Morehouse College","10"
"401328978","2021","4","regular","false","131","Wayne State (MI)","21","129","Saginaw Valley State","41"
"401329120","2021","4","regular","false","2019","Allen","20","2232","Fort Valley State","56"
"401329139","2021","4","regular","false","2206","Edward Waters","35","2323","Lane College","45"
"401329271","2021","4","regular","false","611","Seton Hill","17","215","Slippery Rock","41"
"401329333","2021","4","regular","false","613","South Dakota Mines","7","2570","CSU Pueblo","49"
"401329653","2021","4","regular","false","2331","Lenoir-Rhyne","31","2369","Mars Hill","16"
"401329662","2021","4","regular","false","209","Lock Haven University","21","2188","East Stroudsburg University","45"
"401347706","2021","4","regular","false","284","Stonehill","27","2038","Assumption","26"
"401328617","2021","4","regular","false","2011","Alabama State","38","2065","Bethune-Cookman","24"
"401328514","2021","4","regular","false","2368","Marist","17","2803","Bryant","34"
"401328387","2021","4","regular","false","2754","Youngstown State","35","2710","Western Illinois","38"
"401328152","2021","4","regular","false","2448","North Carolina A&T","37","2428","North Carolina Central","14"
"401301007","2021","4","regular","false","151","East Carolina","31","2127","Charleston Southern","28"
"401282210","2021","4","regular","false","242","Rice","48","2640","Texas Southern","34"
"401328347","2021","4","regular","false","2823","Northwestern Oklahoma State","17","2191","East Central (OK)","20"
"401328399","2021","4","regular","false","2271","Henderson State","56","2568","Southern Arkansas","49"
"401328467","2021","4","regular","false","2927","Southwestern Oklahoma State","27","319","Oklahoma Baptist","31"
"401328961","2021","4","regular","false","2396","Miles College","55","2119","Central State (OH)","4"
"401329071","2021","4","regular","false","425","Northern State","41","2894","Sioux Falls","10"
"401329080","2021","4","regular","false","2013","Albany State GA","49","2805","Clark Atlanta","0"
"401329094","2021","4","regular","false","2120","Central Washington","9","2025","Angelo State","14"
"401301008","2021","4","regular","false","248","Houston","28","2426","Navy","20"
"401329494","2021","4","regular","false","568","Minot State","10","2364","Minnesota State Mankato","68"
"401282087","2021","4","regular","false","2579","South Carolina","10","96","Kentucky","16"
"401282084","2021","4","regular","false","57","Florida","38","2633","Tennessee","14"
"401331755","2021","4","regular","false","2336","Limestone","7","122666","Wilson","45"
"401333439","2021","4","regular","false","2617","Stephen F. Austin","61","124179","Lincoln (CA)","13"
"401328025","2021","4","regular","false","2627","Tarleton State","40","2424","New Mexico Highlands","21"
"401328006","2021","4","regular","false","2320","Lamar","0","2000","Abilene Christian","56"
"401333047","2021","4","regular","false","134","Minnesota Duluth","28","2844","Wayne State (NE)","31"
"401282784","2021","4","regular","false","127","Michigan State","23","158","Nebraska","20"
"401287909","2021","4","regular","false","197","Oklahoma State","31","2306","Kansas State","20"
"401282205","2021","4","regular","false","2348","Louisiana Tech","24","249","North Texas","17"
"401327963","2021","4","regular","false","2220","Fayetteville State","28","330","Virginia St","14"
"401328279","2021","4","regular","false","2033","Arkansas Tech","20","2028","Arkansas-Monticello","27"
"401328391","2021","4","regular","false","2264","Harding University","38","2888","Ouachita Baptist","21"
"401282811","2021","4","regular","false","194","Ohio State","59","2006","Akron","7"
"401282081","2021","4","regular","false","333","Alabama","63","2572","Southern Miss","14"
"401282641","2021","4","regular","true","59","Georgia Tech","45","153","North Carolina","22"
"401287908","2021","4","regular","false","201","Oklahoma","16","277","West Virginia","13"
"401329397","2021","4","regular","false","90","Pittsburg St","30","2214","Emporia State University","28"
"401310708","2021","4","regular","false","166","New Mexico State","21","62","Hawai'i","41"
"401282211","2021","4","regular","false","2655","Tulane","21","5","UAB","28"
"401309611","2021","4","regular","false","2433","UL Monroe","29","2653","Troy","16"
"401282207","2021","4","regular","false","2005","Air Force","31","2226","Florida Atlantic","7"
"401328354","2021","4","regular","false","2623","Missouri State","31","233","South Dakota","23"
"401328100","2021","4","regular","false","2692","Weber State","14","302","UC Davis","17"
"401328040","2021","4","regular","false","253","Southern Utah","21","331","Eastern Washington","50"
"401282214","2021","4","regular","false","98","Western Kentucky","31","84","Indiana","33"
"401329321","2021","4","regular","false","2704","West Texas A&M","13","2146","Colorado School Of Mines","21"
"401329154","2021","4","regular","false","2658","Texas A&M-Kingsville","10","2837","East Texas A&M","35"
"401329002","2021","4","regular","false","2401","Mississippi College","28","2695","West Alabama","31"
"401329463","2021","4","regular","false","2703","Western New Mexico","19","110243","UT Permian Basin","27"
"401329107","2021","4","regular","false","2395","Midwestern State","31","2201","Eastern New Mexico","24"
"401329050","2021","4","regular","false","2829","Simon Fraser","7","2848","Western Oregon","24"
"401282212","2021","4","regular","false","2638","UTEP","20","167","New Mexico","13"
"401309857","2021","4","regular","false","264","Washington","31","25","California","24"
"401301009","2021","4","regular","false","252","BYU","35","58","South Florida","27"
"401309862","2021","4","regular","false","9","Arizona State","35","38","Colorado","13"
"401309860","2021","4","regular","false","30","USC","27","204","Oregon State","45"
"401309859","2021","4","regular","false","2483","Oregon","41","12","Arizona","19"
"401328674","2021","5","regular","true","2400","Mississippi Valley State","25","2582","Southern","38"
"401328716","2021","5","regular","false","2682","Walsh","10","308","Ashland","35"
"401282646","2021","5","regular","false","2390","Miami","28","258","Virginia","30"
"401328635","2021","5","regular","false","2504","Prairie View A&M","27","2029","Arkansas-Pine Bluff","17"
"401328264","2021","5","regular","false","219","Pennsylvania","7","159","Dartmouth","31"
"401347703","2021","5","regular","false","2583","Southern Connecticut State","23","2022","American International","7"
"401301012","2021","5","regular","false","202","Tulsa","10","248","Houston","45"
"401282759","2021","5","regular","false","120","Maryland","14","2294","Iowa","51"
"401309912","2021","5","regular","false","328","Utah State","20","252","BYU","34"
"401282793","2021","5","regular","false","2509","Purdue","13","135","Minnesota","20"
"401282090","2021","5","regular","false","61","Georgia","37","8","Arkansas","0"
"401282776","2021","5","regular","false","275","Wisconsin","17","130","Michigan","38"
"401282649","2021","5","regular","false","59","Georgia Tech","21","221","Pittsburgh","52"
"401287915","2021","5","regular","false","2628","TCU","27","251","Texas","32"
"401282650","2021","5","regular","false","153","North Carolina","38","150","Duke","7"
"401301015","2021","5","regular","false","218","Temple","34","235","Memphis","31"
"401309561","2021","5","regular","false","2084","Buffalo","17","2711","Western Michigan","24"
"401286302","2021","5","regular","false","113","Massachusetts","7","2649","Toledo","45"
"401329359","2021","5","regular","false","2974","Shepherd","59","2559","Shippensburg","27"
"401329435","2021","5","regular","false","2128","University Of Charleston (WV)","38","587","Notre Dame College","28"
"401282219","2021","5","regular","false","356","Illinois","24","2429","Charlotte","14"
"401328212","2021","5","regular","false","227","Rhode Island","27","2619","Stony Brook","20"
"401328298","2021","5","regular","false","2415","Morgan State","14","2598","St. Francis (PA)","27"
"401328500","2021","5","regular","false","2086","Butler","3","2181","Drake","6"
"401339819","2021","5","regular","false","2329","Lehigh","0","43","Yale","34"
"401282093","2021","5","regular","false","142","Missouri","24","2633","Tennessee","62"
"401328926","2021","5","regular","false","2487","Pace","14","2441","New Haven","28"
"401329427","2021","5","regular","false","210","Millersville","31","209","Lock Haven University","29"
"401329233","2021","5","regular","false","2315","Kutztown University","21","2188","East Stroudsburg University","14"
"401328472","2021","5","regular","false","46","Georgetown","21","2142","Colgate","28"
"401282651","2021","5","regular","false","154","Wake Forest","37","97","Louisville","34"
"401329134","2021","5","regular","false","2119","Central State (OH)","34","2019","Allen","46"
"401334758","2021","5","regular","false","2316","Kentucky Wesleyan","30","2477","Ohio Dominican","32"
"401329041","2021","5","regular","false","2817","Minnesota State Moorhead","21","134","Minnesota Duluth","26"
"401328948","2021","5","regular","false","2310","Kentucky State","17","2542","Savannah St","21"
"401329387","2021","5","regular","false","2699","West Liberty","20","2249","Glenville State","19"
"401329654","2021","5","regular","false","2369","Mars Hill","28","2444","Newberry","22"
"401332301","2021","5","regular","false","47","Howard","22","2529","Sacred Heart","17"
"401328127","2021","5","regular","false","2405","Monmouth","54","2241","Gardner-Webb","17"
"401328153","2021","5","regular","false","2448","North Carolina A&T","41","2523","Robert Morris","14"
"401328240","2021","5","regular","false","163","Princeton","24","171","Columbia","7"
"401328515","2021","5","regular","false","2674","Valparaiso","24","2368","Marist","27"
"401328588","2021","5","regular","false","2377","McNeese","35","2545","SE Louisiana","38"
"401329326","2021","5","regular","false","2771","Merrimack","14","2184","Duquesne","37"
"401337825","2021","5","regular","false","56","Stetson","28","2166","Davidson","35"
"401328770","2021","5","regular","false","2886","Northwood (MI)","25","2222","Ferris State","67"
"401328726","2021","5","regular","false","2392","Michigan Tech","31","110254","Davenport","7"
"401328454","2021","5","regular","false","2888","Ouachita Baptist","64","2823","Northwestern Oklahoma State","17"
"401328019","2021","5","regular","false","2676","Virginia Union","7","2551","Shaw","27"
"401334770","2021","5","regular","false","341","Frostburg State","51","2882","UNC Pembroke","21"
"401334781","2021","5","regular","false","112334","Franklin Pierce","28","2038","Assumption","35"
"401328488","2021","5","regular","false","107","Holy Cross","13","108","Harvard","38"
"401328324","2021","5","regular","false","2569","South Carolina State","42","2065","Bethune-Cookman","35"
"401328537","2021","5","regular","false","236","Chattanooga","45","2717","Western Carolina","17"
"401328330","2021","5","regular","false","2287","Illinois State","20","2623","Missouri State","41"
"401328133","2021","5","regular","false","2261","Hampton","44","2450","Norfolk State","47"
"401329636","2021","5","regular","false","2842","UVA Wise","35","2331","Lenoir-Rhyne","28"
"401328185","2021","5","regular","false","257","Richmond","7","2210","Elon","20"
"401341492","2021","5","regular","false","101784","ERSKINE","59","2355","Virginia University Of Lynchburg","13"
"401334776","2021","5","regular","false","112335","Wheeling","38","455","West Virginia Wesleyan","0"
"401329322","2021","5","regular","false","2146","Colorado School Of Mines","20","2714","Western Colorado","14"
"401329398","2021","5","regular","false","2214","Emporia State University","35","2687","Washburn","30"
"401327918","2021","5","regular","false","2075","Bowie State","44","2304","Johnson C Smith","7"
"401328280","2021","5","regular","false","200","Southern Nazarene","41","2033","Arkansas Tech","51"
"401328684","2021","5","regular","false","2825","Quincy","31","2402","Missouri S&T","28"
"401328699","2021","5","regular","false","2586","Southwest Baptist","10","2292","Indianapolis","77"
"401328939","2021","5","regular","false","129","Saginaw Valley State","17","125","Grand Valley State University","49"
"401329061","2021","5","regular","false","2844","Wayne State (NE)","38","2851","Winona State","21"
"401329088","2021","5","regular","false","490","Benedict College","14","2232","Fort Valley State","24"
"401329114","2021","5","regular","false","2657","Tuskegee","21","2805","Clark Atlanta","0"
"401329123","2021","5","regular","false","60","Morehouse College","13","2206","Edward Waters","37"
"401329145","2021","5","regular","false","2894","Sioux Falls","28","2043","Augustana University (SD)","26"
"401329183","2021","5","regular","false","223","West Chester","21","2071","Bloomsburg","20"
"401329204","2021","5","regular","false","2291","Indiana-Pennsylvania","28","367","Gannon","23"
"401329298","2021","5","regular","false","2237","Fort Lewis","17","2069","Black Hills State","45"
"401329308","2021","5","regular","false","2424","New Mexico Highlands","16","2123","Chadron St","46"
"401334762","2021","5","regular","false","2986","Fairmont State","31","2148","Concord University","27"
"401329644","2021","5","regular","false","122666","Wilson","31","2105","Carson-Newman College","17"
"401328508","2021","5","regular","false","2413","Morehead State","45","2168","Dayton","38"
"401309867","2021","5","regular","false","38","Colorado","14","30","USC","37"
"401309612","2021","5","regular","false","2247","Georgia State","16","2026","App State","45"
"401328547","2021","5","regular","false","2643","The Citadel","35","2678","VMI","24"
"401282708","2021","5","regular","false","87","Notre Dame","13","2132","Cincinnati","24"
"401328460","2021","5","regular","false","2635","Tennessee Tech","28","2546","Southeast Missouri State","17"
"401309614","2021","5","regular","false","324","Coastal Carolina","59","2433","UL Monroe","6"
"401309558","2021","5","regular","false","2459","Northern Illinois","27","2199","Eastern Michigan","20"
"401327928","2021","5","regular","false","2207","Elizabeth City State","19","2940","Livingstone","13"
"401328067","2021","5","regular","false","147","Montana State","40","2458","Northern Colorado","7"
"401327999","2021","5","regular","false","338","Kennesaw State","31","55","Jacksonville State","6"
"401328161","2021","5","regular","false","48","Delaware","20","399","UAlbany","15"
"401328339","2021","5","regular","false","233","South Dakota","38","282","Indiana State","10"
"401328361","2021","5","regular","false","155","North Dakota","10","2449","North Dakota State","16"
"401328664","2021","5","regular","false","2755","Grambling","37","2010","Alabama A&M","28"
"401334789","2021","5","regular","false","2858","PennWest California","37","2385","Mercyhurst","0"
"401332326","2021","5","regular","false","132","Bemidji State","49","568","Minot State","35"
"401329475","2021","5","regular","false","437","Lake Erie","10","2224","Findlay","37"
"401329458","2021","5","regular","false","2403","Missouri Southern State","16","90","Pittsburg St","20"
"401329378","2021","5","regular","false","2122","Central Oklahoma","69","2876","Lincoln (MO)","28"
"401329344","2021","5","regular","false","196","Northeastern State","10","2118","Central Missouri","41"
"401329175","2021","5","regular","false","2364","Minnesota State Mankato","58","3066","Concordia University St Paul","10"
"401329140","2021","5","regular","false","2323","Lane College","71","2637","Texas College","0"
"401329072","2021","5","regular","false","425","Northern State","42","559","University of Mary","49"
"401329027","2021","5","regular","false","2001","Adams State","42","613","South Dakota Mines","45"
"401329011","2021","5","regular","false","2822","North Greenville","21","2401","Mississippi College","42"
"401328400","2021","5","regular","false","199","Southeastern Oklahoma State","24","2271","Henderson State","27"
"401328392","2021","5","regular","false","319","Oklahoma Baptist","7","2264","Harding University","31"
"401328348","2021","5","regular","false","2191","East Central (OK)","38","2568","Southern Arkansas","17"
"401328312","2021","5","regular","false","2028","Arkansas-Monticello","18","2927","Southwestern Oklahoma State","16"
"401327991","2021","5","regular","false","2198","Eastern Kentucky","20","2627","Tarleton State","3"
"401309864","2021","5","regular","false","24","Stanford","31","2483","Oregon","24"
"401310711","2021","5","regular","false","68","Boise State","31","2440","Nevada","41"
"401301014","2021","5","regular","false","151","East Carolina","52","2655","Tulane","29"
"401282089","2021","5","regular","false","333","Alabama","42","145","Ole Miss","21"
"401309560","2021","5","regular","false","2006","Akron","17","195","Ohio","34"
"401282813","2021","5","regular","false","164","Rutgers","13","194","Ohio State","52"
"401309562","2021","5","regular","false","2309","Kent State","27","189","Bowling Green","20"
"401308835","2021","5","regular","false","193","Miami (OH)","28","2117","Central Michigan","17"
"401282648","2021","5","regular","false","52","Florida State","33","183","Syracuse","30"
"401287913","2021","5","regular","false","2306","Kansas State","31","201","Oklahoma","37"
"401287916","2021","5","regular","false","277","West Virginia","20","2641","Texas Tech","23"
"401301013","2021","5","regular","false","2426","Navy","34","2116","UCF","30"
"401335300","2021","5","regular","false","322","Lafayette","41","2230","Fordham","42"
"401330258","2021","5","regular","false","2830","St. Anselm","21","2060","Bentley","34"
"401328194","2021","5","regular","false","160","New Hampshire","21","256","James Madison","23"
"401282215","2021","5","regular","false","2226","Florida Atlantic","58","2229","Florida International","21"
"401282094","2021","5","regular","false","2579","South Carolina","23","2653","Troy","14"
"401328250","2021","5","regular","false","2083","Bucknell","21","172","Cornell","10"
"401328574","2021","5","regular","false","2193","East Tennessee State","27","2747","Wofford","21"
"401328970","2021","5","regular","false","128","Northern Michigan","26","131","Wayne State (MI)","19"
"401332321","2021","5","regular","false","301","San Diego","27","2900","St. Thomas (MN)","24"
"401328385","2021","5","regular","false","2710","Western Illinois","30","79","Southern Illinois","31"
"401329314","2021","5","regular","false","2570","CSU Pueblo","19","11","Colorado Mesa","13"
"401339816","2021","5","regular","false","2803","Bryant","36","225","Brown","29"
"401329482","2021","5","regular","false","2838","Tiffin","21","2273","Hillsdale","24"
"401328059","2021","5","regular","false","2464","Northern Arizona","48","304","Idaho State","17"
"401328319","2021","5","regular","false","2400","Mississippi Valley State","17","2428","North Carolina Central","16"
"401328577","2021","5","regular","false","2447","Nicholls","48","2277","Houston Christian","17"
"401329686","2021","5","regular","false","389","Upper Iowa University","14","2587","Southwest Minnesota State","20"
"401329272","2021","5","regular","false","611","Seton Hill","7","2205","Edinboro University","17"
"401301016","2021","5","regular","false","2567","SMU","41","58","South Florida","17"
"401309613","2021","5","regular","false","290","Georgia Southern","59","2032","Arkansas State","33"
"401329051","2021","5","regular","false","2848","Western Oregon","41","2704","West Texas A&M","38"
"401328290","2021","5","regular","false","2681","Wagner","27","2169","Delaware State","33"
"401328373","2021","5","regular","false","2460","Northern Iowa","34","2754","Youngstown State","7"
"401328415","2021","5","regular","false","93","Murray State","22","2197","Eastern Illinois","6"
"401328021","2021","5","regular","false","2617","Stephen F. Austin","20","2534","Sam Houston","21"
"401309559","2021","5","regular","false","2050","Ball State","28","349","Army","16"
"401309863","2021","5","regular","false","25","California","6","265","Washington State","21"
